respid,sample,int_date,fcall,attempt,refusal,lang,phase,qa1,q1c1,qc1a,qb2,qb3,qb4,qb5,qa6,qa8,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qa9g,qa11a,qa11b,q11c_b,q11e_b,q11h_b,q11i_b,q11j_b,q11at,qb12,q25a,q25a,q25b,q25c,q25d,q25f,q25g,q25h,q25i,q25j,q25k,q25l,q25m,q25n,q25o,q25p,qb26,qc26,oftvote,q26f1,q26f1a,q26f1b,q26f2,q26f2a,q26f2b,Q26,Q26CAT,qb27,qb27a,int1,int2,int3m,qc28a,qc28b,qc28c,qc28d,qc28e,qc28f,qc28g,qc28h,qa29a,qa29b,q40,qb40a,qb40b,q41,q42,q43,qc48a,qc48b,qc48c,qc49a,qc49b,qc49c,q50q,q50r,q50s,q50t,q50u,q50v,q50w,q50y,q50z,q50aa,q50bb,q50dd,q50ee,q50ff,q50gg,150hh,q51uu,q51jj,q51kk,151ll,q51mm,q51oo,q51pp,q53,qb54,qb55,qc56,qc57,qc58a,qc58b,q100,q101,q102,q102a,q105a,q105b,q105d,q106,qb106,qb107,qb108,qb109,qa110,qb111,qb112,qb115,qb116,qb116a,qb117,q121,q121a,q121b,q122,q122a,q122b,q123,q123a,q123b,q124,q124a,q124b,q125,q125a,q125b,q126,q126a,q126b,qc127,qc128,qc135,qc135a,b139txt,qb139,b139atxt,qb139a,sex,age,educ,hisp,racem1,racem2,racem3,racem4,birht_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystrflag,partystr,partysum,ideo,qd140,qb140b,qb141,qb141b,qc142,q148,q149,teaparty2,q150,pvote12a,pvote12b,employ2,employ1,employ7,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,racecmb,racethn,intuser,q148correct,llweight,cellweight,ideoConsis,iseoConsistREC,bys,typogroups,weight
400587,1,140304,140304,1,0,1,3,,9,,,,,,,,,,,,,,,8,8,,,,,,,,,5,1,5,2,5,1,9,5,5,2,5,5,9,,2,,2,5,,,,,,,,,,,1,,,3,3,3,3,2,3,3,3,,,4,,,9,9,,9,9,9,9,9,9,5,1,,2,2,2,,2,1,2,2,2,9,1,,2,,,9,,,2,5,,,,2,9,,,2,,,,2,2,2,,,,,,,2,9,9,9,,,,,,,,,,,,,,,,,,9,,,9,9,2,,,,,,1,72,3,2,1,,,,,1,1,,,1,1,2,1,3,,3,4,9,1,,9,9,,,,,,,,3,,,,,,,5,5,1,,,,2,1,2,1,2,,,1,1,1,,0.7070842,,1,3,1,8,0.8851617
400588,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,4,2,,,,,,1,,,1,2,2,1,1,1,2,2,1,2,1,1,1,,2,,2,2,,,,,,,,,,,1,,,3,3,3,3,9,3,2,3,,,3,,,1,2,,1,2,1,2,1,1,1,2,,2,9,1,,2,1,2,9,2,2,2,,2,,,2,,,2,2,,,,1,1,1,,2,,,,2,2,2,,,,,,,2,2,1,9,,,,,,,,,,,,,,,,,,2,,,2,2,1,1,,,,,1,60,4,2,1,,,,,1,6,,,1,,2,5,2,,1,2,,1,1,2,4,,,,,4,99,3,3,,,,,,,1,,1,,,3,,1,2,2,,,,1,1,1,9,0.6067557,,-5,2,0,1,0.4852083
400589,1,140304,140304,3,0,1,3,,9,,,,,,,,,,,,,,,2,2,,,,,,,,,2,2,1,2,2,2,1,2,1,1,2,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,3,1,3,,,1,,,2,1,,1,2,1,2,1,2,1,1,,2,1,2,,1,2,1,2,1,2,2,,1,,,1,,,1,2,,,,2,2,,2,1,1,1,1,2,1,2,,,,,,,1,2,2,2,1,1,,,,,,,,,,,,,,,,1,,,1,9,2,,,,,,1,38,8,2,1,,,,,1,1,,,2,,2,4,7,,1,3,2,1,,2,3,,,,,3,4,1,3,,,,,,,4,2,1,,,,2,2,2,2,,,,1,1,1,1,1.1628163,,2,3,0,5,0.6732579
400591,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,4,,,,,,,9,,1,9,5,9,9,9,5,5,2,1,2,1,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,3,3,2,,,2,,,1,2,,2,2,2,2,2,1,1,5,,1,2,9,,1,2,9,5,2,1,2,,1,,,1,,,2,9,,,,2,9,,,1,1,1,2,2,1,2,,,,,,,3,,9,2,2,1,,,,,,,,,,,,,,,,2,,,2,9,2,,,,,,1,37,5,2,1,,,,,1,1,,,1,,9,9,10,,1,1,,1,2,1,2,,,,,2,4,1,3,,,,,,,4,2,1,,,,2,1,1,4,,,,1,1,1,1,2.5915597,,3,4,0,6,1.028378
400592,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,1,2,2,2,1,1,2,1,2,1,2,,2,,2,1,,,,,,,,,,,2,2,2,3,3,2,3,2,1,1,2,,,2,,,1,2,,2,2,1,2,2,1,1,1,,2,2,2,,2,2,1,1,1,2,2,,1,,,1,,,2,1,,,,2,1,2,,2,,,,2,2,2,,,,,,,2,3,2,2,1,2,,,,,,,,,,,,,,,,2,,,1,1,9,,,,,,1,75,3,2,1,,,,,1,1,,,1,,1,2,5,,1,1,,1,2,1,2,,,,,3,99,1,3,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,0,9,0.5328155,,8,5,0,7,0.7940907
400593,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,1,2,2,2,2,2,1,1,1,1,2,1,2,,2,,2,4,,,,,,,,,,,1,,,3,3,3,3,1,3,3,3,,,1,,,1,2,,2,1,2,1,2,1,2,1,,1,2,1,,2,1,1,2,2,1,2,,1,,,1,,,2,2,,,,2,2,,2,2,,,,2,2,2,,,,,,,2,4,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,1,60,3,2,1,4,,,,1,2,,,13,,2,4,2,,1,3,1,1,,1,2,,,,,2,99,4,1,,,,,,,2,2,2,2,,,,2,1,2,,,,4,4,1,9,1.806247,,8,5,0,6,1.931455
400594,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,8,1,,,,,,,,,2,1,5,1,1,5,1,5,5,1,5,5,1,,1,,9,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,9,1,2,2,1,2,1,5,,1,5,5,,1,2,1,2,9,1,2,,2,,,1,,,9,1,,,,1,2,,1,1,1,1,9,2,1,1,,,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,9,,,9,9,1,9,,,,,2,80,5,2,1,,,,,1,1,,,2,,2,2,1,,1,2,,1,2,2,4,,,,,4,9,1,2,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,2,0.3186746,,-5,2,0,2,0.4924756
400595,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,3,2,,,,,,,,,2,1,2,1,1,1,2,2,1,2,2,1,1,,2,,1,2,,,,,,,,,,,1,,,1,3,1,1,3,2,1,1,,,3,,,9,9,,2,2,1,2,2,1,1,2,,1,1,1,,1,2,1,2,2,1,2,,2,,,2,,,2,2,,,,2,1,1,,2,,,,2,1,2,,,,,,,1,2,2,9,,,,,,,,,,,,,,,,,,2,,,1,9,1,1,,,,,2,31,6,2,1,,,,,1,4,,,10,,,6,5,,3,3,2,1,,2,5,,,,,,,,2,,,,,,,1,,1,,,2,,1,2,2,,,,1,1,1,,2.2435093,,-10,1,0,1,0.5337776
400597,1,140309,140304,5,0,1,3,,2,1,,,,,,,,,,,,,,2,3,,,,,,,,,1,2,1,2,2,2,1,2,2,1,1,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,1,3,2,,,1,,,1,2,,2,2,1,1,2,1,1,1,,2,2,2,,2,1,2,2,1,2,2,,2,,,1,,,2,1,,,,2,1,1,,2,,,,2,2,2,,,,,,,2,2,2,2,2,1,,,,,,,,,,,,,,,,2,,,1,2,2,,,,,,2,79,6,2,1,,,,,1,5,,,1,,1,1,3,,1,3,1,1,,1,1,,,,,2,99,3,9,,,,,,,1,,1,,,3,,2,2,2,,,,1,1,1,9,0.1743863,,6,4,0,4,0.3058875
400598,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,4,,,,,,,1,,1,2,1,2,2,2,1,2,1,1,2,1,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,9,2,3,9,3,,,1,,,1,2,,2,1,9,1,2,1,2,1,,2,2,1,,1,2,1,1,1,2,1,,1,,,1,,,1,2,,,,2,1,2,,1,2,,,2,1,2,,,,,,,3,,2,2,1,2,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,1,65,4,9,9,,,,,1,1,,,2,,1,1,10,,1,4,1,1,,1,1,,,,,8,4,1,1,,,,,,,2,2,1,,,,2,2,2,2,,,,9,9,1,1,0.5074004,,8,5,0,7,0.5026857
400599,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,1,3,,,,,,,,,1,2,1,2,2,1,1,2,2,1,2,2,1,,2,,2,1,,,,,,,,,,,1,,,1,3,3,3,2,3,3,3,,,1,,,1,2,,2,1,2,1,1,1,2,1,,1,1,1,,1,2,1,1,2,1,1,,1,,,1,,,1,2,,,,2,2,,2,1,2,,,2,2,2,,,,,,,3,,1,2,1,1,,,,,,,,,,,,,,,,1,,,2,1,2,,,,,,1,66,8,2,1,,,,,1,1,,,2,,2,2,7,,1,3,1,1,,1,2,,,,,2,99,1,1,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,1,9,0.3156503,,2,3,0,6,0.3624391
400600,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,9,9,,,,,,,,,2,2,2,1,2,2,9,2,1,1,2,1,1,,2,,2,3,,,,,,,,,,,2,2,2,3,3,3,3,3,1,2,3,,,3,,,9,9,,9,9,9,9,9,9,1,2,,2,1,2,,2,1,2,9,1,2,2,,9,,,2,,,1,9,,,,1,1,2,,2,,,,2,2,2,,,,,,,2,9,2,2,1,1,,,,,,,,,,,,,,,,2,,,2,9,2,,,,,,2,76,3,2,1,,,,,1,3,,,1,,2,6,3,,1,9,9,1,,9,2,,,,,9,99,3,3,,,,,,,1,,2,,,,,2,2,2,,,,1,1,0,9,0.3171819,,-4,2,0,4,0.780553
400602,1,140308,140304,2,1,1,3,,9,,,,,,,,,,,,,,,2,8,,,,,,,,,2,1,2,1,2,1,1,5,9,1,5,9,2,,1,,9,1,,,,,,,,,,,1,,,3,3,3,1,3,1,3,3,,,2,,,9,9,,9,1,9,9,1,2,1,2,,1,2,2,,1,2,2,1,2,1,2,,2,,,2,,,1,9,,,,2,1,2,,2,,,,2,2,2,,,,,,,2,9,1,9,,,,,,,,,,,,,,,,,,9,,,1,1,2,,,,,,2,70,3,2,3,,,,,2,3,,1,1,,1,1,2,,2,9,9,1,,9,9,,,,,,,,3,,,,,,,3,1,2,1,,,3,2,1,1,,,,3,4,1,,0.3877258,,-3,2,0,2,0.5566417
400604,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,1,,,,,,,,,2,1,2,1,9,1,2,1,2,2,1,1,2,,2,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,5,2,,2,1,2,,1,2,1,2,2,1,2,,2,,,2,,,2,2,,,,2,1,1,,1,2,,,2,2,2,,,,,,,3,,2,9,,,,,,,,,,,,,,,,,,2,,,1,2,1,1,,,,,1,64,3,2,1,,,,,1,1,,,1,,2,5,5,,1,2,,1,1,2,4,,,,,5,99,4,2,,,,,,,4,4,1,,,,2,2,2,2,,,,1,1,1,9,1.2564397,,-5,2,0,1,1.0573743
400607,1,140304,140304,2,0,1,3,,2,1,,,,,,,,,,,,,,9,8,,,,,,,,,1,2,1,1,2,1,5,1,5,1,2,1,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,2,2,1,1,9,,,4,,,9,9,,9,9,9,9,9,9,1,2,,1,2,1,,1,5,1,1,1,5,2,,5,,,1,,,2,5,,,,2,2,,2,2,,,,2,1,2,,,,,,,2,4,9,2,1,2,,,,,,,,,,,,,,,,1,,,9,2,1,2,,,,,1,42,3,2,1,,,,,1,1,,,1,,1,1,5,,1,3,9,1,,9,9,,,,,8,99,9,1,,,,,,,8,2,2,2,,,,2,2,2,,,,1,1,1,9,2.9200431,,4,4,0,7,2.2087648
400608,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,2,,,,,,1,,,2,1,2,1,1,1,1,2,2,2,5,1,1,,1,,2,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,1,2,,2,1,2,,1,2,1,2,2,1,2,,2,,,2,,,2,2,,,,2,1,1,,1,2,,,2,2,2,,,,,,,2,2,1,1,1,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,,,,1,83,6,2,1,,,,,1,1,,,1,,2,2,7,,1,2,,1,1,2,5,,,,,4,99,1,2,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,9,0.3156503,,-10,1,0,1,0.3624391
400609,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,1,4,,,,,,,1,,1,2,1,2,5,5,1,1,2,1,2,2,2,,2,,2,1,,,,,,,,,,,1,,,1,3,3,3,3,1,3,3,,,1,,,1,2,,2,1,2,1,2,1,2,1,,1,1,1,,2,1,1,1,2,2,2,,1,,,1,,,1,2,,,,1,2,,2,1,2,,,2,2,2,,,,,,,1,4,2,2,1,2,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,2,45,6,2,1,,,,,1,1,,,2,,2,2,8,,1,1,,1,2,1,2,,,,,2,4,3,1,,,,,,,4,4,1,,,,2,2,2,1,,,,1,1,1,2,1.0432217,,6,4,0,6,0.7456509
400612,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,2,,,,,,1,,,2,2,2,2,2,2,1,2,2,1,2,1,2,,2,,2,1,,,,,,,,,,,1,,,1,3,3,3,3,1,2,3,,,3,,,2,9,,2,1,1,1,2,1,1,2,,1,1,2,,2,1,2,2,1,2,2,,2,,,2,,,2,2,,,,2,1,1,,2,,,,2,2,2,,,,,,,2,4,1,1,2,,,,,,,,,,,,,,,,,2,,,2,1,1,1,,,,,2,42,3,2,2,,,,,1,6,,,1,2,,3,1,,1,3,2,1,,2,3,,,,,1,99,3,3,,,,,,,2,1,1,,,,3,2,2,2,,,,2,2,1,9,1.7039468,,0,3,0,2,1.0859216
400613,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,3,,,,,,,,,1,2,1,2,2,2,1,1,2,2,2,1,2,,2,,1,2,,,,,,,,,,,2,2,2,3,3,2,3,2,1,1,3,,,1,,,1,2,,2,1,2,1,2,1,2,1,,2,1,1,,2,1,2,1,1,2,2,,1,,,1,,,2,1,,,,1,2,,1,1,2,,,2,2,2,,,,,,,3,,1,2,1,1,,,,,,,,,,,,,,,,2,,,2,1,1,2,,,,,2,75,3,2,1,,,,,1,5,,,1,,1,4,5,,1,3,1,1,,1,2,,,,,8,99,1,3,,,,,,,3,3,1,,,,3,2,2,1,,,,1,1,0,9,1.0181372,,8,5,0,7,0.9935195
400615,1,140308,140304,3,0,1,3,,2,1,,,,,,,,,,,,,,3,9,,,,,,,,,5,2,1,1,1,5,9,2,1,2,1,2,1,,2,,2,5,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,9,9,,9,2,9,2,2,2,1,2,,2,2,2,,2,9,2,2,1,1,2,,2,,,2,,,2,2,,,,3,1,1,,2,,,,2,1,2,,,,,,,3,,1,2,1,2,,,,,,,,,,,,,,,,1,,,2,2,1,2,,,,,1,56,4,2,1,,,,,1,6,,,11,2,,6,2,,3,4,9,1,,9,5,,,,,,,,2,,,,,,,1,,1,,,1,,1,2,1,,,,1,1,1,,0.5528982,,-2,3,0,4,0.5898939
400616,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,3,,,,,,2,,,1,2,2,1,1,2,1,2,1,1,1,1,1,,1,,2,1,,,,,,,,,,,1,,,3,3,3,3,3,1,3,1,,,2,,,1,2,,1,2,9,1,1,1,1,1,,1,1,1,,2,1,1,2,2,2,2,,2,,,2,,,2,2,,,,2,1,9,,2,,,,2,2,2,,,,,,,2,4,2,2,1,1,,,,,,,,,,,,,,,,2,,,1,2,1,9,,,,,1,60,5,2,5,,,,,1,6,,,12,,,3,1,,2,2,,1,1,2,4,,,,,,,,3,,,,,,,5,5,2,1,,,3,1,2,2,,,,5,4,1,,1.7311861,,-2,3,0,4,0.7899426
400617,1,140304,140304,2,0,1,3,,2,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,1,2,2,2,1,2,2,2,2,2,2,,2,,1,3,,,,,,,,,,,1,,,3,3,3,3,2,2,2,3,,,3,,,2,2,,2,2,2,2,1,1,1,2,,1,2,2,,1,2,2,1,2,2,2,,2,,,1,,,1,2,,,,2,1,2,,2,,,,2,2,2,,,,,,,3,,1,2,1,1,,,,,,,,,,,,,,,,2,,,2,2,2,,,,,,1,21,3,2,4,,,,,1,1,,,1,,1,4,2,,3,3,2,1,,2,4,,,,,,,,3,,,,,,,2,1,1,,,,2,1,2,2,,,,4,4,1,,0.7371583,,6,4,0,7,0.4122005
400619,1,140304,140304,2,0,1,3,,9,,,,,,,,,,,,,,,3,3,,,,,,,,,2,2,2,1,5,1,1,1,2,1,2,1,1,,1,,1,3,,,,,,,,,,,1,,,3,3,2,2,2,3,3,3,,,3,,,1,1,,2,1,2,2,1,2,1,2,,2,1,2,,1,1,1,1,2,1,1,,1,,,1,,,1,1,,,,1,1,2,,2,,,,1,1,1,,,,,,,1,2,1,1,2,,,,,,,,,,,,,,,,,1,,,1,1,2,,,,,,2,50,6,2,1,,,,,1,1,,,5,,,4,6,,1,3,2,1,,2,3,,,,,4,99,4,2,,,,,,,3,3,1,,,,2,2,1,2,,,,1,1,1,9,1.0824963,,-5,2,0,3,0.9028043
400622,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,4,,,,,,,1,,1,2,1,2,1,2,1,1,2,1,2,1,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,1,1,3,,,1,,,1,2,,1,1,2,1,2,1,2,1,,2,2,2,,2,1,2,1,1,2,2,,1,,,1,,,1,2,,,,1,2,,2,2,,,,2,2,1,,,,,,,2,1,2,2,1,1,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,1,74,3,2,1,,,,,1,1,,,1,,1,1,3,,1,1,,1,2,1,2,,,,,2,99,4,1,,,,,,,2,2,1,,,,2,1,2,2,,,,1,1,1,9,0.6290711,,8,5,0,7,0.6786894
400624,1,140304,140304,1,0,1,3,,2,2,,,,,,,,,,,,,,3,3,,,,,,,,,1,1,5,2,2,2,2,1,9,1,2,1,1,,2,,9,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,1,2,,1,2,1,1,2,1,1,2,,1,5,1,,1,2,1,1,5,2,2,,1,,,5,,,2,5,,,,2,1,2,,2,,,,2,2,2,,,,,,,3,,2,2,1,9,,,,,,,,,,,,,,,,2,,,2,9,1,9,,,,,2,99,6,9,9,,,,,1,9,,,99,9,,9,10,,1,5,9,1,,9,3,,,,,3,99,4,3,,,,,,,9,9,1,,,,2,1,1,1,4,,,9,9,1,9,0.4832237,,2,3,0,5,0.4075494
400625,1,140304,140304,1,0,1,3,,2,2,,,,,,,,,,,,,,3,3,,,,,,,,,2,2,5,1,2,1,5,2,2,2,2,5,5,,1,,9,1,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,1,1,1,1,1,2,1,,1,5,1,,1,2,1,2,2,1,2,,2,,,5,,,2,1,,,,2,3,,,1,1,1,1,1,1,1,,,,,,,1,2,1,2,2,1,,,,,,,,,,,,,,,,2,,,1,1,9,,,,,,1,72,8,2,1,,,,,1,5,,,2,,2,1,9,2,1,3,1,1,,1,3,,,,,3,4,1,2,,,,,,,1,,1,,,2,,2,1,4,,,,1,1,0,1,0.1743863,,-1,3,0,3,0.3058875
400627,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,2,,,,,,2,,,2,1,2,9,1,5,1,2,9,9,9,9,9,,1,,9,1,,,,,,,,,,,1,,,3,3,3,3,3,3,2,3,,,1,,,2,9,,1,2,1,2,1,9,1,2,,5,1,2,,1,9,5,2,5,9,2,,2,,,2,,,2,5,,,,2,1,2,,1,1,2,,2,2,2,,,,,,,3,,9,1,2,,,,,,,,,,,,,,,,,9,,,1,9,1,1,,,,,1,86,6,2,9,,,,,1,5,,,12,,,5,10,,1,2,,1,2,2,4,,,,,4,99,1,2,,,,,,,1,,1,,,2,,1,2,1,2,,,9,9,1,9,0.1743863,,-7,1,0,1,0.3058875
400628,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,3,3,,,,,,,,,2,1,2,2,1,1,1,1,2,2,2,1,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,2,1,,1,2,1,2,1,2,1,2,,1,1,2,,1,2,1,1,2,1,1,,1,,,2,,,1,2,,,,2,2,,1,1,2,,,2,2,2,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,2,,,2,1,1,1,,,,,1,48,6,2,1,,,,,1,1,,,2,,2,3,6,,1,2,,1,2,2,3,,,,,4,9,2,3,,,,,,,3,2,1,,,,2,2,2,1,,,,1,1,1,2,0.4867991,,-4,2,0,3,0.5262386
400629,1,140304,140304,1,0,1,3,,9,,,,,,,,,,,,,,,3,3,,,,,,,,,1,1,2,1,2,1,2,2,1,1,2,1,1,,2,,1,4,,,,,,,,,,,1,,,3,3,1,3,3,3,2,3,,,2,,,1,9,,2,1,2,2,2,1,1,1,,2,1,2,,1,1,2,2,2,2,2,,2,,,2,,,2,2,,,,2,2,,9,2,,,,2,2,2,,,,,,,3,,2,2,2,1,,,,,,,,,,,,,,,,2,,,9,1,2,,,,,,2,69,1,2,1,,,,,1,5,,,2,,2,4,10,,3,3,9,1,,9,3,,,,,,,,3,,,,,,,2,2,1,,,,3,2,2,2,,,,1,1,1,,0.7364987,,-4,2,1,8,0.951661
400630,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,2,,,,,,,,,2,1,2,2,1,1,2,2,1,2,1,1,1,,1,,1,1,,,,,,,,,,,1,,,3,3,3,3,3,2,2,3,,,1,,,1,2,,1,1,1,2,1,1,1,2,,2,1,2,,1,2,1,2,2,1,2,,2,,,2,,,2,9,,,,3,1,1,,1,2,,,2,2,2,,,,,,,2,3,1,1,2,,,,,,,,,,,,,,,,,2,,,1,2,1,1,,,,,2,90,6,2,1,,,,,1,5,,,10,,,5,7,,1,2,,1,1,2,5,,,,,4,99,1,2,,,,,,,1,,1,,,3,,2,2,2,,,,1,1,1,9,0.1771944,,-8,1,0,1,0.3058875
400631,1,140305,140304,2,0,1,3,,9,,,,,,,,,,,,,,,2,2,,,,,,,,,2,1,1,2,2,1,1,2,2,1,2,2,2,,2,,2,1,,,,,,,,,,,2,2,2,3,3,3,3,2,3,3,3,,,1,,,2,9,,2,1,2,2,1,2,2,2,,1,2,1,,2,2,1,2,1,2,2,,2,,,1,,,1,2,,,,3,2,,2,2,,,,2,2,2,,,,,,,3,,1,9,,,,,,,,,,,,,,,,,,1,,,1,1,2,,,,,,1,75,4,2,1,,,,,1,1,,,2,,2,2,5,,1,1,,1,2,1,3,,,,,2,9,1,9,,,,,,,9,9,9,9,,,,1,2,1,,,,1,1,0,2,0.3891255,,0,3,0,2,0.4999255
400632,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,4,4,,,,,,2,1,,1,2,2,1,2,2,1,1,2,2,2,2,2,,2,,2,1,,,,,,,,,,,1,,,1,2,3,1,2,1,1,2,,,2,,,1,9,,1,2,1,1,2,1,2,5,,2,2,2,,5,2,5,5,1,2,2,,1,,,2,,,1,2,,,,2,1,1,,2,,,,2,1,2,,,,,,,3,,2,1,2,,,,,,,,,,,,,,,,,1,,,2,1,2,,,,,,1,69,4,2,1,,,,,1,1,,,13,,1,1,4,,1,1,,1,2,1,1,,,,,3,4,3,3,,,,,,,2,2,1,,,,2,1,2,2,,,,1,1,1,1,0.3802165,,5,4,0,4,0.5339947
400633,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,1,2,,,,,,,,,9,1,9,1,9,1,2,2,2,2,2,1,9,,1,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,2,2,,2,1,1,1,1,1,1,9,,1,1,2,,1,2,9,1,2,5,9,,2,,,2,,,2,2,,,,2,1,1,,1,1,2,,2,2,2,,,,,,,2,3,9,1,2,,,,,,,,,,,,,,,,,1,,,1,1,9,,,,,,1,43,5,2,2,,,,,1,1,,,1,1,1,4,6,,1,9,1,1,,1,2,,,,,3,99,3,3,,,,,,,4,4,1,,,,2,2,2,2,,,,2,2,1,9,4.3263147,,-5,2,0,1,1.2645694
400635,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,1,2,2,2,2,1,1,1,2,1,2,1,2,,2,,1,1,,,,,,,,,,,1,,,1,1,1,3,1,1,1,1,,,2,,,2,2,,2,2,2,1,2,1,2,1,,1,2,1,,2,1,1,1,2,2,2,,1,,,9,,,1,1,,,,3,2,,1,1,2,,,2,1,2,,,,,,,3,,2,2,2,1,,,,,,,,,,,,,,,,2,,,9,1,2,,,,,,1,33,5,2,1,5,,,,1,1,,,1,,1,2,7,,1,3,9,1,,9,3,,,,,2,2,4,1,,,,,,,4,2,1,,,,1,2,2,2,,,,4,4,1,2,4.3263147,,6,4,0,6,1.4771905
400636,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,3,3,,,,,,,,,1,2,2,1,1,1,2,2,1,2,2,2,2,,1,,2,4,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,,,1,,,2,2,,2,1,1,1,1,2,1,1,,1,1,1,,2,1,5,1,2,2,2,,2,,,2,,,2,1,,,,2,2,,1,2,,,,2,2,2,,,,,,,2,3,1,2,1,1,,,,,,,,,,,,,,,,2,,,1,1,1,1,,,,,1,59,3,2,1,3,,,,1,3,,,12,,,6,1,,3,4,9,1,,9,3,,,,,,,,3,,,,,,,1,,2,,,,,2,2,2,,,,4,4,0,,0.6521949,,-2,3,0,4,0.8472994
400637,1,140304,140304,2,1,1,3,,1,2,,,,,,,,,,,,,,3,2,,,,,,,,,2,9,2,2,5,1,1,2,2,1,2,1,9,,2,,1,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,1,1,2,1,1,1,2,,1,1,5,,1,2,1,2,2,1,2,,1,,,2,,,9,9,,,,1,1,1,,1,2,,,2,2,2,,,,,,,2,2,9,1,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,2,66,6,2,1,,,,,1,1,,,1,,2,4,7,,1,3,2,1,,2,3,,,,,4,99,2,3,,,,,,,2,2,1,,,,1,2,2,1,,,,1,1,1,9,0.4066827,,-5,2,0,3,0.4645579
